안나바, 알제리	라바 비타트 공항	AAE
난디, 피지	Nadi	NAN
난디, 피지	난디국제공항	NAN
난충, 중국	Nanchong	NAO
나폴리, 이탈리아	Capodichino	NAP
나폴리, 이탈리아	나폴리 국제공항	NAP
카낙, 그린란드	카낙 에어포트	NAQ
카낙, 그린란드	Qaanaaq	NAQ
나소, BHS	린든 핀들링 국제공항	NAS
나소, 바하마	Intl	NAS
나소, 바하마	Lynden Pindling Intl	NAS
나소, 바하마	린든 핀들링 국제공항	NAS
Ponta Negra, Brazil	Natal	NAT
나타우, 브라질	Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves Intl	NAT
나타우, 브라질	Augusto Severo	NAT
나타우, 브라질	그레이터 나탈 인터내셔널 에어포트	NAT
네브세히르, 터키	카파도키아 공항	NAV
네브세히르, 터키	Nevsehir	NAV
나라티왓, 태국	나라티와트공항	NAW
난위안공항	베이징, 중국	NAY
Nizhnekamsk, Russia	Naberevnye Chelny	NBC
니지네캄스크, 러시아	Naberevnye Chelny	NBC
니지네캄스크, 러시아	베기셰보 에어포트	NBC
Enfidha, 튀니지	엔피다-함마메트 국제공항	NBE
San Antonio de Palé, 적도기니	Annobon	NBN
Nairobi, Kenya	Jomo Kenyatta Intl	NBO
나이로비, 케냐	Jomo Kenyatta Intl	NBO
나이로비, 케냐	조모케냐타국제공항	NBO
바이산, 중국	Changbaishan	NBS
Nabire, 인도네시아	Nabire	NBX
니스, 프랑스	코트다쥐르공항	NCE
니스, 프랑스	Nice	NCE
Newcastle upon Tyne, United Kingdom	Newcastle	NCL
뉴캐슬어폰타인, 영국	뉴캐슬 국제공항	NCL
누쿠스, 우즈베키스탄	누쿠스 에어포트	NCU
누쿠스, 우즈베키스탄	Nukus	NCU
누아디부, MRT	누아디보 인터내셔널 에어포트	NDB
누아디부, 모리타니	누아디보 인터내셔널 에어포트	NDB
누아디부, 모리타니	Nouadhibou	NDB
나데드, 인도	Shri Guru Gobind Singh Ji	NDC
나데드, 인도	난데드 에어포트	NDC
치치하얼, 중국	치치하얼 싼자쯔 에어포트	NDG
치치하얼, 중국	Qiqihar	NDG
은자메나, TCD	은자메나 국제공항	NDJ
은자메나, 차드	은자메나 국제공항	NDJ
나도르, 모로코	Arwi	NDR
나도르, 모로코	Nador	NDR
나도르, 모로코	나도르 국제공항	NDR
룬두, 나미비아	룬두 공항	NDU
룬두, 나미비아	Rundu	NDU
샌데이, 영국	샌데이 에어포트	NDY
네그릴, 자메이카	네그릴 에어로드럼	NEG
네륜그리, 러시아	출만 네륜그리 에어포트	NER
뉴캐슬, KNA	밴스 W 애모리 인터내셔널 에어포트	NEV
뉴캐슬, 세인트키츠네비스	밴스 W 애모리 인터내셔널 에어포트	NEV
닝보, 중국	Lishe Intl	NGB
닝보, 중국	닝보 리스 국제공항	NGB
닝보, 중국	Ningbo	NGB
애너가다 섬, VGB	어거스트 조지 에어포트	NGD
애너가다 섬, 영국령 버진아일랜드	Anegada	NGD
애너가다 섬, 영국령 버진아일랜드	어거스트 조지 에어포트	NGD
은가운데레, 카메룬	Ngaoundere	NGE
은가운데레, 카메룬	은가운데레 에어포트	NGE
Nogliki, 러시아	Nogliki	NGK
Nagoya, Japan	All airports	NGO
나고야, 일본	Chubu Centrair Intl	NGO
나고야, 일본	모든 공항	NGO
Shiquanhe, 중국	Ngari Gunsa	NGQ
Shiquanhe, 중국	아리 군싸 에어포트	NGQ
나가사키, 일본	Nagasaki	NGS
나가사키, 일본	나가사키공항	NGS
Atiheu, French Polynesia	Nuku Hiva	NHV
누쿠히바, 프랑스령 폴리네시아	Nuku Hiva	NHV
누쿠히바, 프랑스령 폴리네시아	누쿠히바공항	NHV
니아메, NER	디오리 하마니 국제공항	NIM
니아메, 니제르	Niamey	NIM
니아메, 니제르	디오리 하마니 국제공항	NIM
Niau, 프랑스령 폴리네시아	Niau	NIU
니즈네바르톱스크, 러시아	Nizhnevartovsk	NJC
니즈네바르톱스크, 러시아	니즈네바르톱스크 에어포트	NJC
나자프, 이라크	Al Najaf Intl	NJF
나자프, 이라크	알 나자프 국제공항	NJF
누악쇼트, MRT	누악쇼트 국제공항	NKC
누악쇼트, 모리타니	누악쇼트 국제공항	NKC
누악쇼트, 모리타니	Nouakchott	NKC
Shangyuanmen, China	Lukou Intl	NKG
난징, 중국	Lukou Intl	NKG
난징, 중국	Nanjing Lukou Intl	NKG
난징, 중국	루커우국제공항	NKG
Naukati Bay, AK, 미국	Naukiti	NKI
나고야, 일본	나고야공항	NKM
나고야공항	나고야, 일본	NKM
시르나크, 터키	Sirnak Serafettin Elci	NKT
은돌라, ZMB	은돌라 에어포트	NLA
은돌라, 잠비아	Ndola	NLA
은돌라, 잠비아	은돌라 에어포트	NLA
누에보 라레도, 멕시코	케찰코아틀 인터내셔널 에어포트	NLD
누에보 라레도, 멕시코	Nuevo Laredo Intl	NLD
Nelson Lagoon, AK, 미국	넬슨 라군 에어포트	NLG
니콜라브스크-나-아미어르, 러시아	Nikolayevsk-on-Amur	NLI
번트파인, 노퍽 섬	노퍽 섬 국제공항	NLK
Mbombela, South Africa	Nelspruit	NLP
넬스프리트, 남아프리카공화국	Nelspruit	NLP
넬스프리트, 남아프리카공화국	넬스프뢰이트 에어포트	NLP
Xinyuan, 중국	Nalati	NLT
나망간, 우즈베키스탄	Namangan	NMA
나망간, 우즈베키스탄	나망간 공항	NMA
Nightmute, AK, 미국	나이트뮤트 에어포트	NME
Santa Ana Island, 솔로몬제도	산타 아나 에어포트	NNB
난닝, 중국	난닝 우수 국제공항	NNG
나리얀마르, 러시아	Naryan-Mar	NNM
나리얀마르, 러시아	나르얀-마르 에어포트	NNM
난, 태국	Nan	NNT
난, 태국	난 나콘 에어포트	NNT
Nunukan, 인도네시아	누누칸 에어포트	NNX
난양, 중국	Nanyang	NNY
노사라, 코스타리카	노사라공항	NOB
노크, Ireland	노크 아일랜드 웨스트 공항	NOC
노크, 아일랜드	Knock Intl	NOC
노크, 아일랜드	노크 아일랜드 웨스트 공항	NOC
Noyabr'sk, Russia	Nojabrxsk	NOJ
노야브리스크, 러시아	노야브리스크 에어포트	NOJ
시노프, 터키	시노프 에어포트	NOP
노지베, 마다가스카르	Fascene	NOS
노지베, 마다가스카르	파센느 공항	NOS
누메아, NCL	라 톤투타 국제공항	NOU
누메아, 뉴칼레도니아	라 톤투타 국제공항	NOU
누메아, 뉴칼레도니아	Tontouta	NOU
Luso, Angola	Huambo	NOV
우암보, 앙골라	알바노 마차도 에어포트	NOV
노보쿠즈네츠크, 러시아	Novokuznetsk	NOZ
노보쿠즈네츠크, 러시아	스피첸코보 에어포트	NOZ
노보쿠즈네츠크, 러시아	Spichenkovo	NOZ
네이피어, 뉴질랜드	Hawkes Bay	NPE
네이피어, 뉴질랜드	혹스베이공항	NPE
뉴플리머스, 뉴질랜드	뉴플라이마우스공항	NPL
뉴플리머스, 뉴질랜드	New Plymouth	NPL
뉴포트, RI, 미국	뉴포트 스테이트 에어포트	NPT
네우켄, 아르헨티나	Neuquen	NQN
네우켄, 아르헨티나	프레시덴테 페론 인터내셔널 에어포트	NQN
뉴키, 영국	St Mawgan	NQY
뉴키, 영국	뉴키 콘월 공항	NQY
Astana, Kazakhstan	Nursultan Nazarbayev Intl	NQZ
누르술탄, 카자흐스탄	Nursultan Nazarbayev Intl	NQZ
누르술탄, 카자흐스탄	누르술탄나자르바예프국제공항	NQZ
나란데라, NSW, 호주	나란데라 에어포트	NRA
노르셰핑, 스웨덴	Kungsangen	NRK
노르셰핑, 스웨덴	노르쾨핑공항	NRK
Orkney, 영국	노스 로널드세이 에어포트	NRL
뒤셀도르프, 독일	Niederrhein	NRN
뒤셀도르프, 독일	베체공항	NRN
뒤셀도르프, 독일	Weeze	NRN
베체공항	뒤셀도르프, 독일	NRN
Ceiba, Puerto Rico	J. Aponte de la Torre	NRR
세이바, 푸에르토리코	J. Aponte de la Torre	NRR
세이바, 푸에르토리코	Nas	NRR
나리타국제공항	도쿄, 일본	NRT
도쿄, 일본	Narita	NRT
도쿄, 일본	나리타국제공항	NRT
Port Royal, 바하마	Bimini North Seaplane Base	NSB
Port Royal, 바하마	North SPB	NSB
Now Shahr, 이란	Noshahr	NSH
Now Shahr, 이란	Now Shahr	NSH
야운데, CMR	은시말렌 국제공항	NSI
야운데, 카메룬	은시말렌 국제공항	NSI
야운데, 카메룬	Yaoundé Nsimalen Intl	NSI
노릴스크, 러시아	알리켈 에어포트	NSK
넬슨, 뉴질랜드	넬슨공항	NSN
나콘시탐마랏, 태국	Nakhon Si Thammarat	NST
나콘시탐마랏, 태국	나콘시탐마라트공항	NST
낭트, 프랑스	Nantes Atlantique	NTE
낭트, 프랑스	낭트아틀랑티크공항	NTE
난퉁, 중국	난통공항	NTG
뉴캐슬, NSW, 호주	뉴캐슬 국제공항	NTL
노먼턴, 퀸즐랜드, 호주	Normanton	NTN
Wajima, Japan	Noto	NTQ
와지마, 일본	Noto	NTQ
와지마, 일본	노토 공항	NTQ
Ranai, 인도네시아	Natuna Ranai	NTX
Ranai, 인도네시아	라나이 에어포트	NTX
선시티, 남아프리카공화국	필란스버그공항	NTY
선시티, 남아프리카공화국	Pilansberg	NTY
뉘른베르크, 독일	뉘른베르크공항	NUE
뉘른베르크, 독일	Nuremberg	NUE
해튼, 스리랑카	Castlereigh Reservoir	NUF
Nuiqsut, AK, 미국	뉘크서트 에어포트	NUI
Nulato, AK, 미국	눌라토 에어포트	NUL
Neom, 사우디아라비아	Neom Bay	NUM
Nunapitchuk, AK, 미국	누나피축 에어포트	NUP
Norsup, 바누아투	노섭 에어포트	NUS
노이우렌고이, 러시아	노비 우렌고이 에어포트	NUX
노이우렌고이, 러시아	Novy Urengoy	NUX
Neiva, Colombia	La Marguita	NVA
네이바, 콜롬비아	베니토 살라스 에어포트	NVA
나보이, 우즈베키스탄	Navoiy	NVI
나보이, 우즈베키스탄	나보이 인터내셔널 에어포트	NVI
나베간츠, 브라질	Navegantes	NVT
나베간츠, 브라질	나베간체스공항	NVT
Happisburgh, United Kingdom	Norwich Arpt	NWI
Little Barningham, United Kingdom	Norwich Arpt	NWI
Loddon, United Kingdom	Norwich Arpt	NWI
노리치, 영국	노리치 국제공항	NWI
냐간, 러시아	나이아간 에어포트	NYA
New York, Empire State	All airports	NYC
New York, NY	All airports	NYC
뉴욕, NY, 미국	모든 공항	NYC
수니아니, 가나	수니아니 에어포트	NYI
난유키, 케냐	나뉴키 에어포트	NYK
나딤, 러시아	나딤 에어포트	NYM
스카브스타공항	스톡홀름, 스웨덴	NYO
스톡홀름, 스웨덴	스카브스타공항	NYO
스톡홀름, 스웨덴	Skavsta	NYO
내피도, 미얀마	Nay Pyi Taw	NYT
내피도, 미얀마	네피도 에어포트	NYT
Nyaung-U, 미얀마	냥우 에어포트	NYU
모니와, 미얀마	Monywa	NYW
만저우리, 중국	Manzhouli Xijiao	NZH
Zalantun, 중국	Zhalantun Chengjisihan	NZL
오렌지, NSW, 호주	오렌지공항	OAG
오렌지, NSW, 호주	Springhill	OAG
잭슨빌, NC, 미국	Albert J Ellis	OAJ
잭슨빌, NC, 미국	온슬로우카운티엘리스공항	OAJ
오클랜드, CA, 미국	오클랜드국제공항	OAK
카코알, 브라질	Cacoal	OAL
오악사카, 멕시코	호호코틀란국제공항	OAX
오악사카, 멕시코	Xoxocotlan	OAX
Oberpfaffenhofen, 독일	오베르파펜호펜공항	OBF
오비히로, 일본	Obihiro	OBO
오비히로, 일본	오비히로공항	OBO
Kobuk, AK, 미국	코북 에어포트	OBU
Kobuk, AK, 미국	Kobuk/Wien	OBU
이토코르토르미우트, 그린란드	Ittoqqortoormiit	OBY
푸에르토프란시스코데오렐라나, 에콰도르	프란시스코 데 오레야나 에어포트	OCC
푸에르토프란시스코데오렐라나, 에콰도르	Francisco de Orellana	OCC
오초 리오스, 자메이카	Boscobel	OCJ
오초 리오스, 자메이카	Ocho Rios	OCJ
오초 리오스, 자메이카	이안 플레밍 인터내셔널 에어포트	OCJ
Tom Price, Western Australia, Australia	Boolgeeda	OCM
톰프라이스, 웨스턴오스트레일리아, 호주	Boolgeeda	OCM
Corisco, 적도기니	Corisco	OCS
Long Seridan, 말레이시아	롱 세리단 공항	ODN
Bodaybo, 러시아	Bodaybo	ODO
오데사, 우크라이나	Odesa Intl	ODS
오데사, 우크라이나	오데사 국제공항	ODS
Muang Xai, 라오스	Oudomxay	ODY
Muang Xay, Laos	Oudomxay	ODY
오른스골츠비크, 스웨덴	외른스쾰스비크공항	OER
오른스골츠비크, 스웨덴	Ornskoldsvik	OER
Ouango Fitini, 코트디부아르	우앙고 피티니 에어포트	OFI
오그던, 유타주, 미국	오그던-힝클리 에어포트	OGD
카훌루이, 마우이섬, 하와이, 미국	Kahului	OGG
카훌루이, 마우이섬, 하와이, 미국	Maui Kahului	OGG
카훌루이, 마우이섬, 하와이, 미국	카훌루이공항	OGG
조지타운, 가이아나	Ogle	OGL
Ustupo, 파나마	Ustupu-Ogobsucum	OGM
요나구니, 일본	Yonaguni Jima	OGN
요나구니, 일본	요나구니 공항	OGN
요나구니, 일본	Yonaguni	OGN
오덴스버그, NY, 미국	Ogdensburg	OGS
오덴스버그, NY, 미국	오그덴스버그 국제공항	OGS
오르두, 터키	Ordu/Giresun	OGU
와르글라, 알제리	Ain Beida	OGX
와르글라, 알제리	아인 베이다 에어포트	OGX
블라디캅카스, 러시아	Beslan	OGZ
블라디캅카스, 러시아	베슬란 에어포트	OGZ
블라디캅카스, 러시아	Vladikavkaz	OGZ
오흐리드, MKD	오흐리드 사도 성 요한 공항	OHD
오흐리드, 북마케도니아	오흐리드 사도 성 요한 공항	OHD
오흐리드, 북마케도니아	Ohrid	OHD
Xilinji, China	Gulian	OHE
모허, 중국	Gulian	OHE
Okha, 러시아	Novostroyka	OHH
Okhotsk, 러시아	Okhotsk	OHO
소하르, 오만	Sohar	OHS
Izu Ōshima, Japan	Oshima	OIM
이즈오, 일본	오시마 공항	OIM
이즈오, 일본	Oshima	OIM
오이타, 일본	오이타 공항	OIT
Okinawa, Japan	Naha	OKA
오키나와, 일본	Naha	OKA
오키나와, 일본	나하공항	OKA
오클라호마 시티, OK, 미국	윌로저스월드공항	OKC
오클라호마 시티, OK, 미국	Oklahoma Will Rogers	OKC
오클라호마 시티, OK, 미국	Will Rogers World	OKC
오카다마공항	삿포로, 일본	OKD
Wadomari, Japan	Okino Erabu	OKE
와도마리, 일본	Okino Erabu	OKE
와도마리, 일본	오키노에라부공항	OKE
오키노시마, 일본	오키공항	OKI
오카야마, 일본	Okayama	OKJ
오카야마, 일본	오카야마 공항	OKJ
Oksibil, 인도네시아	Oksibil	OKL
Oerland, Norway	Orland	OLA
올랜드, 노르웨이	올를란 에어포트	OLA
올비아, 이탈리아	Costa Smeralda	OLB
올비아, 이탈리아	올비아 코스타 스메랄다 공항	OLB
울프 포인트, MT, 미국	L. M. 클레이턴 에어포트	OLF
울프 포인트, MT, 미국	Wolf Point	OLF
Old Harbor, AK, 미국	올드 하버 에어포트	OLH
Olympic Dam, SA, 호주	올림픽 댐 에어포트	OLP
올리브 브랜치, MS, 미국	Olive Branch Arpt	OLV
올리브 브랜치, MS, 미국	올리브 브랜치 에어포트	OLV
마사이 마라, 케냐	Olkiombo Airstrip	OLX
Olyokminsk, 러시아	Olyokminsk	OLZ
Omaha, Nebraska	Eppley Airfield	OMA
오마하, NE, 미국	Eppley Airfield	OMA
오마하, NE, 미국	에플리에어필드공항	OMA
Oranjemund, 나미비아	오렌지문드 공항	OMD
노움, AK, 미국	Nome	OME
노움, AK, 미국	놈 에어포트	OME
Urmia, 이란	Urmieh	OMH
모스타르, 보스니아헤르체고비나	모스타르 국제공항	OMO
오라데아, 루마니아	오라데아국제공항	OMR
오라데아, 루마니아	Oradea	OMR
옴스크, 러시아	옴스크 첸트랄니 에어포트	OMS
옴스크, 러시아	Omsk Tsentralny	OMS
온당와, 나미비아	온당와 공항	OND
모닝튼 아일랜드, QLD, 호주	Mornington	ONG
오다테, 일본	Odate Noshiro	ONJ
오다테, 일본	오다테 노시로 공항	ONJ
오닐, NE, 미국	Oneill	ONL
오닐, NE, 미국	오닐시공항	ONL
존굴다크, 터키	Zonguldak	ONQ
Onslow, WA, 호주	Onslow	ONS
온타리오, CA, 미국	LA 온타리오국제공항	ONT
Toksook Bay, AK, 미국	톡숙 베이 에어포트	OOK
쿨랑가타, QLD, 호주	Gold Coast	OOL
쿨랑가타, QLD, 호주	Coolangatta	OOL
쿨랑가타, QLD, 호주	골드코스트공항	OOL
포르투, PRT	포르투국제공항	OPO
포르투, 포르투갈	Aeroporto de Pedras Rubras	OPO
포르투, 포르투갈	Francisco de Sá Carneiro	OPO
포르투, 포르투갈	포르투국제공항	OPO
포르투, 포르투갈	Porto	OPO
시노프, 브라질	Presidente João Figueiredo	OPS
시노프, 브라질	시노프 에어포트 브라질	OPS
외레브로, 스웨덴	Orebro-Bofors	ORB
외레브로, 스웨덴	오레브로공항	ORB
Chicago, Illinois	O'Hare Intl	ORD
시카고, IL, 미국	오헤어국제공항	ORD
오헤어국제공항	시카고, IL, 미국	ORD
노퍽, VA, 미국	Norfolk	ORF
노퍽, VA, 미국	노퍽국제공항	ORF
파라마리보, 수리남	Zorg en Hoop	ORG
파라마리보, 수리남	조르그 엔 호프 에어포트	ORG
우스터, MA, 미국	우스터 리저널 에어포트	ORH
포트 라이언스, AK, 미국	Port Lions SPB	ORI
포트 라이언스, AK, 미국	포트 라이언 에어포트	ORI
코크, 아일랜드	Cork	ORK
코크, 아일랜드	코크공항	ORK
올랜도, FL, 미국	All airports	ORL
올랜도, FL, 미국	모든 공항	ORL
오랑, 알제리	Es-Sénia – Ahmed Ben Bella	ORN
오랑, 알제리	Oran Es Sénia	ORN
오랑, 알제리	오랑 에스 세니아 공항	ORN
오랑, 알제리	Es Senia	ORN
Northway, AK, 미국	노스웨이 에어포트	ORT
오루로, 볼리비아	후안 멘도사 에어포트	ORU
Noorvik, AK, 미국	로버트 밥 커티스 메모리얼 에어포트	ORV
오를리공항	파리, 프랑스	ORY
파리, 프랑스	Orly	ORY
파리, 프랑스	오를리공항	ORY
오렌지워크타운, 벨리즈	Orange Walk	ORZ
오사카, 일본	모든 공항	OSA
오스테르순드, 스웨덴	Froesoe	OSD
오스테르순드, 스웨덴	프로에소에공항	OSD
포돌스크, 러시아	Ostafyevo	OSF
포돌스크, 러시아	Podol’sk	OSF
오시예크, 크로아티아	오시예크 공항	OSI
오슬로, 노르웨이	모든 공항	OSL
오스트라바, Czech Republic	레오시 야나체크 오스트라바 공항	OSR
오스트라바, 체코	Leoš Janáček	OSR
오스트라바, 체코	레오시 야나체크 오스트라바 공항	OSR
오스트라바, 체코	Leoš Janáček Airport Ostrava	OSR
오슈, KGZ	오슈 공항	OSS
오슈, Kyrgyzstan	오슈 공항	OSS
오슈, 키르기스스탄	Osh	OSS
오슈, 키르기스스탄	오슈 공항	OSS
오스텐드, 벨기에	오스텐드브뤼헤국제공항	OST
오르스크, 러시아	Orsk	OSW
오르스크, 러시아	오르스크 에어포트	OSW
남소스, 노르웨이	남소스 에어포트	OSY
이슬라 콘타도라, 파나마	Contadora	OTD
노스 벤드, OR, 미국	사우스웨스트오렌곤지역공항	OTH
Morotai Island, 인도네시아	피투 에어포트	OTI
Morotai Island, 인도네시아	Pitu	OTI
부쿠레슈티, 루마니아	Henri Coandă Intl	OTP
부쿠레슈티, 루마니아	Otopeni Intl	OTP
부쿠레슈티, 루마니아	헨리 코안더 국제공항	OTP
헨리 코안더 국제공항	부쿠레슈티, 루마니아	OTP
코체부, AK, 미국	랄프 빈 메모리얼 에어포트	OTZ
코체부, AK, 미국	Ralph Wien	OTZ
와가두구, BFA	와가두구 공항	OUA
와가두구, 부르키나파소	와가두구 공항	OUA
Oujda, Morocco	Les Angades	OUD
우지다, 모로코	Les Angades	OUD
우지다, 모로코	안가즈 공항	OUD
오울루, 핀란드	오울루 공항	OUL
Zouerate, 모리타니	타자딧 에어포트	OUZ
노보시비르스크, 러시아	톨마체보공항	OVB
노보시비르스크, 러시아	Tolmachevo	OVB
Oviedo, Spain	Asturias	OVD
오비에도, 스페인	Asturias	OVD
오비에도, 스페인	아스투리아스공항	OVD
Sovetsky, 러시아	소베츠키 에어포트	OVS
Owensboro, KY	Daviess County	OWB
오언즈버러, KY, 미국	오언즈버러-데이비스 카운티 에어포트	OWB
노우드, MA, 미국	메모리얼공항	OWD
